eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197102060002,1971,2,6,,0,,603,"United Kingdom",8,"Western Europe","Northern Ireland",Belfast,54.597269,-5.930109,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)","British Army","Robert Curtis, 20",216,"Great Britain",,,,,,,,,,,,,,,,,"Irish Republican Army (IRA)",,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,"Rifle/Shotgun (non-automatic)",,,,,,,,,,,,,Sniper,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
197102070001,1971,2,7,,0,,603,"United Kingdom",8,"Western Europe","Northern Ireland","Nutt's Corner",54.63797,-6.14485,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,"Private Citizens & Property",69,"Religion Identified",,"Albert Bell, 25, Protestant",233,"Northern Ireland",,,,,,,,,,,,,,,,,"Irish Republican Extremists",,,,,,,1,,,0,,,,,,,,,,,,,5,Firearms,5,"Unknown Gun Type",,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
197102080001,1971,2,8,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",,"US Soldier",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,1,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",20000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197102080002,1971,2,8,,0,,94,Iran,10,"Middle East & North Africa",Gilan,Unknown,37.146795,49.536102,4,0,,,1,1,1,-9,,,0,1,0,2,"Armed Assault",,,,,3,Police,22,"Police Building (headquarters, station, school)",,"Geudarmerie Post",94,Iran,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,"Automatic Weapon",,,,,,,,,,,,,"Automatic firearm",,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197102090001,1971,2,9,,0,,603,"United Kingdom",8,"Western Europe","Northern Ireland",Trillick,54.452223,-7.486124,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)","British Army",Unspecified,216,"Great Britain",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Not Applicable","Five civilians killed by mistake",233,"Northern Ireland",,,,,,,,,"Irish Republican Army (IRA)",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,8,"Land Mine",,,,,,,,,,,,,"Land mine",5,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
197102090002,1971,2,9,,0,,217,"United States",1,"North America",Florida,"West Palm Beach",26.714388,-80.052689,1,0,,"2/9/1971: Unknown perpetrators placed a bomb underneath the car of Thomas H. Abbott, the principal of Twin Lakes High School in West Palm Beach, Florida, United States.  The bomb failed to explode because the timing device of the weapon malfunctioned.  Twin Lakes High School was the scene of intense racial conflict.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,8,"Educational Institution",50,"Other Personnel","Twin Lakes High School","Principal of Twin Lakes High School",217,"United States",8,"Educational Institution",50,"Other Personnel","White principal of a predominantly African American high school","Thomas H. Abbott",217,"United States",,,,,,,,,"Black Nationalists",,,,,,"To protest the appointment of a White principal at a predominantly African American school",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,"Six sticks of dynamite connected to a clock and a battery",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The bomb was similar to the device used in a bombing at Twin Lakes High School two weeks earlier (197101260001).  The car of the Palm Beach County's Superintendent was bombed three months later (197105120002).  There were many instances of racial strife at the high school, and, one month before the incident, a white person was appointed principal of the district, despite the recommendations of a biracial committee.  The bomb was set explode at 3:00 PM but the timing device malfunctioned.","""Timing Device Fails in Car Blast Attempt,"" Sarasota Herald-Tribune, February 10, 1971.","""Dynamite Tied Under Car,"" St. Petersburg Times, February 10, 1971.",,"Hewitt Project",-9,-9,0,-9,
197102100001,1971,2,10,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,"Private Citizens & Property",76,House/Apartment/Residence,,"Residence US Families",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197102100002,1971,2,10,,0,,198,Sweden,8,"Western Europe","Vastra Gotaland",Gothenburg,57.696994,11.9865,1,0,,,1,1,1,-9,,,0,1,0,2,"Armed Assault",,,,,7,"Government (Diplomatic)",46,Embassy/Consulate,,"Yugoslav Consulate",235,Yugoslavia,,,,,,,,,,,,,,,,,"Croatian Nationalists",,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,2,"Automatic Weapon",,,,,,,,,,,,,"Automatic firearms",0,,,0,,,0,,,,,1,-99,0,0,,,,0,,,,,,2,"Hostage(s) released by perpetrators",,,,,,PGIS,1,1,1,1,
197102100003,1971,2,10,,0,,217,"United States",1,"North America",Ohio,Akron,41.084195,-81.514059,1,0,"Placed on front porch","2/10/1971: Charles Lawrence, a member of a Neo-Nazi group, placed a dynamite bomb at the home of Ben Maidenburg in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  The bomb was discovered and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,14,"Private Citizens & Property",68,"Named Civilian","Newspaper publisher","Home of Ben Maidenburg",217,"United States",1,Business,,,"Akron Beacon Journal","Home of the publisher of the Akron Beacon Journal",217,"United States",,,,,,,,,"Neo-Nazi extremists",,,,,,"To protest the reporting of the Akron Beacon Journal",0,,,0,1,1,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,"Four sticks of dynamite connected to a clock",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The bomb was set to detonate at 8:30 PM but was discovered four hours earlier.  Charles Lawrence was an organizer for the National Socialist White People's Party.  Ben Maidenburg's house was bombed seven months earlier by an unknown perpetrator (197007040004).","""Neo-Nazi Accused of Placing Bomb at Publisher's Home,"" New York Times, March 18, 1971.","""Bomb Left At Home of Publisher,"" Washington Post, February 12, 1971.","""Arrest Follows Kidnap Threat To Publisher,"" Sarasota Herald-Tribune, March 6, 1974.","Hewitt Project",-9,-9,0,-9,
197102110001,1971,2,11,,1,1971/03/06,222,Venezuela,3,"South America",Caracas,Caracas,10.502961,-66.917253,1,0,,,1,1,1,0,,,0,1,0,6,"Hostage Taking (Kidnapping)",,,,,1,Business,3,Bank/Commerce,"Bank of Caribe","Enrique Dao, banker",222,Venezuela,,,,,,,,,,,,,,,,,"Movement of the Revolutionary Left (MIR) (Venezuela)",,,,,,,0,,,0,3,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,0,23,,Venezuela,1,400000,,400000,,,2,"Hostage(s) released by perpetrators",1,,,,,PGIS,0,0,0,0,
197102110002,1971,2,11,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,"Government (Diplomatic)",46,Embassy/Consulate,,"Turkish - US assoc.",217,"United States",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197102120001,1971,2,12,,0,,160,Philippines,5,"Southeast Asia","Metropolitian Manila",Manila,14.596051,120.978666,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,"Government (Diplomatic)",46,Embassy/Consulate,,"U.S. Embassy",217,"United States",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197102120002,1971,2,12,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,"Private Citizens & Property",73,Vehicles/Transportation,,"Vehicle, US Civilian",217,"United States",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",2500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197102120003,1971,2,12,,0,,217,"United States",1,"North America",California,"Santa Cruz",36.974025,-122.030954,1,0,,,1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,4,Military,28,"Military Recruiting Station/Academy",,"Military Recruiting Center",217,"United States",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197102130001,1971,2,13,,0,,217,"United States",1,"North America",Georgia,Atlanta,33.748315,-84.391109,1,0,"The incident occurred at Ponce De Leon Ave.","2/13/1971: James Palmer Brewer and Randy Gerald Davis bombed the Armed Forces Induction Center in Atlanta, Georgia, United States.  There were no casualties but the blast shattered hundreds of windows.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,"Military Barracks/Base/Headquarters/Checkpost","Armed Forces Induction Center","Armed Forces Induction Center, Atlanta",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"To protest and sabotage the US Military",0,,,0,2,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,"Explosive device",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Hundreds of windows shattered at the induction center and surrounding buildings",0,,,,,,,0,,,,,,,,,"Six weeks earlier James Palmer Brewer and Randy Gerald Davis bombed an Army Recruiting Station in College Park, Georgia (197012270001).  Brewer was a soldier who had gone  AWOL.  The bomb was placed outside of the main doors of the building and detonated shortly before 5:00 AM.  The induction center was also the 81st Army Reserve Command Headquarters.","""Stanford Suspends Activist Professor,"" Washington Post, February 14, 1971.","""Federal Grand Jury Indicts Two,"" Herald Journal, February 10, 1972.","""Blast Shakes Induction Center,"" Times Daily, February 14, 1971.","Hewitt Project",-9,-9,0,-9,
197102140001,1971,2,14,,0,,217,"United States",1,"North America",Pennsylvania,Bristol,40.097625,-74.857269,1,0,,"2/14/1971: Five anti-war protesters broke into the Bucks County Selective Service office in Bristol, Pennsylvania, United States.  The perpetrators set fire to draft records and ransacked the office.  The interior of the office was heavily damaged and around half of the files were destroyed.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,2,"Government (General)",21,"Government Building/Facility/Office","Selective Service","Selective Service office Local Boards No. 35 and no. 335 in Bristol Pennsylvania",217,"United States",,,,,,,,,,,,,,,,,"Left-Wing Militants",,,,,,"To protest the War in Vietnam and the draft",0,,,0,5,5,0,,,,,,,,,,8,Incendiary,20,"Gasoline or Alcohol",12,Other,,,,,,,,,,,"Fire ignited with a flammable substance and files ransacked",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Over twenty thousand draft records destroyed and the interior of the office was badly damaged",0,,,,,,,0,,,,,,,,,"The perpetrators sawed there way into the office and the fire was ignited at 12:03 AM on February 15.  The perpetrators stated that they were influenced by the anti-war actions of Philip and Daniel Berrigan.","""National Can Co., Steel Union Settle,"" Washington Post, February 16, 1971.","""Tate Jurors Freed From Confinement,"" Washington Post, February 17, 1971.","""Draft Board Office Fire Being Probed,"" Gettysburg Times, February 16, 1971.","Hewitt Project",-9,-9,0,-9,
197102150001,1971,2,15,,1,1971/02/16,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,6,"Hostage Taking (Kidnapping)",,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",USAF,"James Finlay, U.S. AF security police, ankara air sta.",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,1,17,0,,Turkey,1,0,,,,,2,"Hostage(s) released by perpetrators",1,,,,,PGIS,0,1,1,1,
197102150002,1971,2,15,,0,,603,"United Kingdom",8,"Western Europe","Northern Ireland",Belfast,54.597269,-5.930109,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)","British Army","John Laurie, 22",216,"Great Britain",,,,,,,,,,,,,,,,,"Irish Republican Army (IRA)",,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,"Rifle/Shotgun (non-automatic)",,,,,,,,,,,,,Sniper,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
197102160001,1971,2,16,,0,,217,"United States",1,"North America","Puerto Rico",Carolina,18.442164,-66.026298,1,0,"Isla Verde","2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed El San Juan Hotel in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,500 in damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,8,Hotel/Resort,"American establishments in Puerto Rico","El San Juan Hotel",217,"United States",,,,,,,,,,,,,,,,,"Puerto Rican Nationalists",,,,,,"To protest United States establishments in Puerto Rico",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"Concussion bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",5500,"Doors broken and windows shattered",0,,,,,,,0,,,,,,,,,"This is part of multiple attack with 197102160002.  This might also be part of a multiple attack with the three other bombs and incendiary devices discovered at American establishments in Puerto Rico on the same day (197102160003, 197102160004, and 197102160005).  The bomb in this incident detonated near the hotel swimming pool.","""Tourists Flee Bomb Blasts in San Juan Hotels,"" Washington Post, February 18, 1971.","""Bombs Blast Two Hotels In San Juan,"" The Virgin Islands Daily News, February 18, 1971.","""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"" Documents and Communiqués from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987.","Hewitt Project",0,0,0,0,"197102160001, 197102160002"
197102160002,1971,2,16,,0,,217,"United States",1,"North America","Puerto Rico",Carolina,18.442164,-66.026298,1,0,"Isla Verde","2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed the Americana in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,000 in damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,8,Hotel/Resort,"American establishments in Puerto Rico","Hotel Americana",217,"United States",,,,,,,,,,,,,,,,,"Puerto Rican Nationalists",,,,,,"To protest United States establishments in Puerto Rico",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",,,,,,,,,,,,,"Concussion bomb",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",5000,"Doors broken and windows shattered",0,,,,,,,0,,,,,,,,,"This is part of multiple attack with 197102160001.  This might also be part of a multiple attack with the three other bombs and incendiary devices discovered at American establishments in Puerto Rico on the same day (197102160003, 197102160004, and 197102160005).  The bomb in this incident detonated near the hotel swimming pool.","""Tourists Flee Bomb Blasts in San Juan Hotels,"" Washington Post, February 18, 1971.","""Bombs Blast Two Hotels In San Juan,"" The Virgin Islands Daily News, February 18, 1971.","""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"" Documents and Communiqués from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987.","Hewitt Project",0,0,0,0,"197102160002, 197102160001"
197102160003,1971,2,16,,0,,217,"United States",1,"North America","Puerto Rico","San Juan",18.466684,-66.10813,1,0,"Old San Juan","2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed a pipe bomb at the United States Coast Guard radio beacon tower in San Juan, Puerto Rico.  The bomb was discovered and deactivated two hours before it was set to detonate.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,27,"Military Barracks/Base/Headquarters/Checkpost","United States Coast Guard","United States Coast Guard radio beacon tower in San Juan Puerto Rico",217,"United States",16,Telecommunication,88,Radio,"Radio beacon tower","United States Coast Guard radio beacon tower in San Juan Puerto Rico",217,"United States",,,,,,,,,"Puerto Rican Nationalists",,,,,,"To protest United States presence in Puerto Rico",0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,14,"Time Fuse",,,,,,,,,,,,,"Pipe bomb",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"""Tourists Flee Bomb Blasts in San Juan Hotels,"" Washington Post, February 18, 1971.","""Bombs Blast Two Hotels In San Juan,"" The Virgin Islands Daily News, February 18, 1971.",,"Hewitt Project",0,0,0,0,
197102160004,1971,2,16,,0,,217,"United States",1,"North America","Puerto Rico","San Juan",18.466684,-66.10813,1,0,"Old San Juan","2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed three Molotov cocktails in an office building housing American owned businesses in San Juan, Puerto Rico.  The firebombs were discovered unignited and subsequently removed.",1,1,1,0,,,1,0,0,7,"Facility/Infrastructure Attack",,,,,1,Business,4,"Multinational Corporation","American owned business in Puerto Rico","Office building housing American businesses in the Old City of San Juan",217,"United States",,,,,,,,,,,,,,,,,"Puerto Rican Nationalists",,,,,,"To protest United States owned businesses in Puerto Rico",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,,,,,"Three Molotov cocktails",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"""Tourists Flee Bomb Blasts in San Juan Hotels,"" Washington Post, February 18, 1971.","""Bombs Blast Two Hotels In San Juan,"" The Virgin Islands Daily News, February 18, 1971.",,"Hewitt Project",0,0,0,0,"197102160004, 197102160005"
197102160005,1971,2,16,,0,,217,"United States",1,"North America","Puerto Rico","Rio Piedras",18.399712,-66.049987,1,0,"De Diego Ave.","2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed an incendiary device in the Franklin's Store in Rio Piedras, Puerto Rico.  The firebomb were discovered unignited and subsequently removed.",1,1,1,0,,,1,0,0,7,"Facility/Infrastructure Attack",,,,,1,Business,7,Retail/Grocery/Bakery,"American owned business in Puerto Rico","Franklin's Store, Rio Piedras",217,"United States",,,,,,,,,,,,,,,,,"Puerto Rican Nationalists",,,,,,"To protest United States owned businesses in Puerto Rico",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,"Gasoline or Alcohol",,,,,,,,,,,,,"Incendiary device",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"This might be part of a multiple attack with the four other bombings and attempted bombings of American establishments in Puerto Rico on the same day (197102160001, 197102160002, 197102160003, and 197102160004).  The incendiary device in this incident was discovered between clothing in the children's department of the store.","""Tourists Flee Bomb Blasts in San Juan Hotels,"" Washington Post, February 18, 1971.","""Bombs Blast Two Hotels In San Juan,"" The Virgin Islands Daily News, February 18, 1971.",,"Hewitt Project",0,0,0,0,"197102160005, 197102160004"
197102170001,1971,2,17,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,Bombing/Explosion,,,,,4,Military,,,,"TUSL 06 DET 29",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,0,3,"Minor (likely < $1 million)",0,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197102170002,1971,2,17,,0,,209,Turkey,10,"Middle East & North Africa",Istanbul,Istanbul,41.011915,28.972531,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,"Educational Institution",49,"School/University/Educational Building",,School,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197102190001,1971,2,19,,0,,209,Turkey,10,"Middle East & North Africa",Istanbul,Istanbul,41.011915,28.972531,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,Bombing/Explosion,,,,,4,Military,32,"Military Maritime",,"U.S. Army Passenger Boat",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197102200001,1971,2,20,,0,,49,"Costa Rica",2,"Central America & Caribbean",,"San Jose",9.933333,-84.083333,1,0,,,1,1,1,-9,,,0,1,0,6,"Hostage Taking (Kidnapping)",,,,,14,"Private Citizens & Property",68,"Named Civilian",,"Patrocinio Cuco Arrieta",49,"Costa Rica",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,1,0,,,,"Costa Rica",0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197102200002,1971,2,20,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,7,"Government (Diplomatic)",46,Embassy/Consulate,,"USIS Office",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,"Other Explosive Type",6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,"Explosive; Plastic explosive",0,,,0,,,0,3,"Minor (likely < $1 million)",0,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197102200003,1971,2,20,,0,,217,"United States",1,"North America",Florida,Miami,25.831764,-80.216715,1,0,"Liberty City","2/20/1971: Miami Police Officer Victor Butler Jr. was ambushed by suspected members of the Black Afro-militant Movement (BAMM) in Miami, Florida, United States.  The bullets struck him in the chest and back and he died instantly.  BAMM members John Lane and John Murray Johnson were indicted of the murder but the charges were dropped when the police witness, and fellow BAMM member Jan Thurston, recanted his confession.  Police eventually indicted Thurston for the murder but charges against him were also dropped because a judged ruled that he was questioned without probable cause.",1,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",,,,,3,Police,25,"Police Security Forces/Officers","Miami Police Officer",,217,"United States",,,,,,,,,,,,,,,,,"Black Afro Militant Movement",,,,,,"To promote violence against the establishment",1,,,0,-99,-99,0,,,,,,,,,,5,Firearms,4,"Rifle/Shotgun (non-automatic)",,,,,,,,,,,,,"Two .30 caliber rifle slugs",1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Victor Butler was an African American.  In his original confession, Thurston stated that he was in a car with 3-5 people that dropped Lane and Johnson off to commit the murder.  The Miami Police Department considers the case closed since Lane, Johnson, and Thurston, who the department believed to be involved in the incident, were arrested.","Dr. William Wilbanks, ""Forgotten Heroes: Police Officers Killed in Dade County,"" Turner Publishing Company, 1996.",,,"Hewitt Project",0,0,0,0,
197102210001,1971,2,21,,0,,222,Venezuela,3,"South America",Caracas,Caracas,10.502961,-66.917253,1,0,,,1,1,1,0,,,0,1,0,6,"Hostage Taking (Kidnapping)",,,,,1,Business,7,Retail/Grocery/Bakery,"Jewelry store, own",Jeweler,222,Venezuela,,,,,,,,,,,,,,,,,"Armed Forces of National Liberation- Venezuela (FALN)",,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,3,0,,,,Venezuela,1,100000,,100000,,,2,"Hostage(s) released by perpetrators",1,,,,,PGIS,0,0,0,0,
197102210002,1971,2,21,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,ANkara,39.918392,32.865597,1,0,,,1,1,1,-9,,,0,1,0,2,"Armed Assault",,,,,7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)",,"Vehicle, USSR Diplomat",167,Russia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,"Minor (likely < $1 million)",3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
